unom,t_inside,c1,ro1,V,alpha,A,t_in_5_hours,t_in_10_hours,t_in_15_hours,t_in_20_hours,t_in_25_hours,t_in_30_hours,hours_untill_cooling
78947.0,24,985,1347,10659,2.9812733598160626,2861.1382350386357,19,14,12,15,16,12,42
64042.0,23,837,1277,11535,3.124123308129053,2232.2903037015594,14,14,10,10,13,10,29
25022.0,26,934,1364,8397,2.5778601309980527,1419.6055790253854,-3,-4,-4,-6,-3,-4,25
45751.0,23,812,892,6879,2.92963440596514,1284.8968830221359,15,12,12,16,12,17,29
8118.0,26,848,1323,5865,2.957267084589401,2312.7645794589644,-9,-11,-12,-12,-9,-8,6
68052.0,24,1015,1482,4464,2.853126121648597,1388.6857095829855,13,10,7,10,11,11,26
41526.0,23,1136,1275,11583,3.0686852171937575,2108.9978662862604,-7,-6,-8,-6,-11,-10,12
66518.0,23,779,971,5874,2.672189466223864,2056.5213346814567,-2,-4,-9,-6,-7,-9,4
34411.0,24,1105,1013,4050,2.767230885018602,1649.7272501841026,5,6,3,5,4,3,9
61991.0,28,903,1426,3027,2.3827134807329315,1008.4998760535372,12,9,11,13,9,11,39
68665.0,25,830,1353,6774,2.952045066109917,2419.242856763248,-2,-3,-5,-2,-7,-3,8
7248.0,21,938,1478,11898,2.3941321441519543,2827.623737345547,0,-2,-6,-6,-7,-1,8
43093.0,24,1087,853,10422,2.810849487508846,3082.9959455049566,-7,-6,-8,-8,-7,-10,6
79654.0,25,853,1470,5709,2.4083109888758343,1282.260503953857,-8,-11,-16,-10,-14,-14,13
8011.0,24,1130,1310,4692,2.641933387662724,1255.5922905147195,-13,-14,-14,-13,-14,-11,10
9104.0,24,787,1353,10245,2.3393950247480904,1983.4515370938611,4,7,3,2,3,6,23
39405.0,23,1209,1250,8046,2.4912864469494154,2061.1375499951478,-1,-1,-5,-2,-2,-1,13
66626.0,24,1181,1124,4227,2.9435599960686605,1351.319355296889,13,12,11,11,10,16,30
29008.0,28,1209,1316,3294,2.917894264040792,1733.2420488783441,-14,-16,-21,-19,-16,-16,7
53881.0,23,1005,1148,8973,2.702210379239272,1607.5521764471596,-1,-5,-7,-8,-7,-6,12
32248.0,21,1166,1164,9771,2.972222749779858,2562.442584722631,-12,-17,-17,-18,-16,-14,4
13912.0,27,1065,1292,4428,2.923042113218536,1724.997391302375,-8,-8,-8,-6,-10,-7,9
50523.0,27,803,837,8049,2.357684413947879,1522.534728667954,1,-3,-5,-4,-4,-6,14
8533.0,22,950,1346,9465,3.1546033580551507,1651.0360383710586,-11,-8,-15,-10,-11,-12,8
8234.0,27,1136,1467,6933,3.1385421666658084,2514.5369355012463,8,5,7,9,7,9,24
4352.0,24,891,1105,7962,2.614247812344927,2141.5209548356042,3,0,-1,0,1,2,12
80441.0,22,790,1358,4263,2.9401440550901237,1279.4498817851368,10,10,6,7,9,8,11
60681.0,21,987,1324,6066,3.141399492505649,1206.5819491439445,4,5,2,5,3,5,11
18335.0,22,798,1483,3597,2.6297100209396134,1439.3998749478897,3,2,0,-1,2,1,6
30028.0,28,1027,1306,11859,2.4472805486297955,1687.0566084159714,-11,-11,-17,-14,-17,-14,29
2689.0,23,801,1366,6198,2.8656166080820467,1443.0966703585732,0,-1,-6,-6,-7,-3,9
54465.0,27,827,1075,10257,2.638784703087905,2976.9192128776353,18,15,14,12,14,16,38
50015.0,21,1252,1430,8856,2.3531120671651413,2841.948627262639,-6,-10,-9,-9,-10,-10,7
53215.0,21,942,890,6255,2.4084030527786657,2122.168702059287,1,-4,-5,-4,-2,-2,3
12545.0,24,1255,1102,7116,2.60585387954755,2186.767477350987,11,7,5,8,10,8,22
82924.0,25,950,1042,3405,3.0934767870143642,1143.4684079588733,-15,-14,-18,-19,-18,-19,4
16396.0,21,920,1091,5574,3.0585132473050276,1463.0160627963044,4,0,-2,-1,-2,0,5
6969.0,28,1106,984,4242,2.683152833266727,1966.902132796647,3,-1,-5,0,-2,2,10
19525.0,27,1177,1486,5658,2.673885136495741,2148.7037953147474,-9,-11,-11,-7,-8,-6,13
59196.0,28,1084,1481,4014,2.7566194869490683,1455.8131748270448,-4,-3,-6,-6,-9,-5,15
80153.0,25,1123,1163,11961,2.587356745677114,3030.8493858982833,9,7,4,8,5,4,25
82772.0,21,1222,1188,11745,2.4862716449454383,2809.384274178241,17,14,9,11,12,14,27
12811.0,25,823,845,3012,2.7386740546219595,1370.9442001773812,11,9,6,9,8,10,9
33465.0,25,1081,1267,10266,2.503779654315328,2105.9230755181916,2,-2,-3,-2,-2,-2,23
70654.0,26,721,961,4584,2.4069923531676474,1755.120508683093,7,6,7,9,4,5,11
16110.0,21,1219,865,10563,2.4260921937857622,3020.998510426644,-1,-2,-4,-5,-1,-4,5
72044.0,23,827,1316,9444,2.341305531238587,2233.032019474866,-1,-5,-5,-5,-5,-3,10
81257.0,26,1239,882,6237,2.875787942715406,1895.3923076766982,0,-2,-7,-1,-1,0,11
65017.0,28,873,1358,7206,2.7076548119074317,2037.315881251604,10,7,5,8,8,7,29
58165.0,27,974,927,9693,2.6868263201456783,2812.381197490838,-3,-2,-6,-5,-1,-4,11
36866.0,27,938,1446,10104,2.6731235197430325,2697.1985466405695,11,11,7,9,9,12,43
4416.0,27,993,1218,7473,3.121369514811233,1893.9482569489592,-7,-11,-14,-11,-9,-12,11
39708.0,27,828,983,8541,2.8630984349091575,2218.020739307908,14,11,10,11,9,10,27
46265.0,22,1016,1260,3813,3.129285513139621,1131.8869201470613,0,-2,-6,-1,-3,-1,6
58433.0,28,805,1384,8916,3.0836069624525453,2169.711501559597,8,6,4,9,6,8,28
46514.0,27,1225,1168,8976,2.3428211018978025,2784.8274632371754,4,-1,-4,2,-1,2,22
11928.0,28,1136,1352,5199,2.8960003015756883,1998.2071964638703,-14,-15,-21,-16,-15,-18,9
36637.0,21,1019,1231,3741,3.08262697252242,1585.5447013566034,0,-1,-1,-1,-3,-2,4
13013.0,22,725,1482,11154,2.6901840043150953,2737.788888866342,-7,-11,-10,-9,-12,-6,6
13469.0,22,1071,1419,3432,2.34463171393378,1623.5073144276253,-14,-17,-20,-20,-19,-18,4
29624.0,25,1017,1489,11655,3.0917308093538547,2243.8716540836285,13,13,8,11,9,14,48
41079.0,28,1146,1338,11613,2.794287492408192,2360.982846189273,16,16,11,14,16,16,93
13836.0,22,933,836,9282,2.8531595721157053,2497.499549549509,9,4,4,6,8,4,8
28998.0,27,974,1340,8925,2.3914296814467693,1731.7043627594176,9,11,6,9,6,8,54
60822.0,23,1144,1388,7542,2.8500135942267284,2251.271640651123,-11,-10,-14,-11,-13,-12,7
39798.0,24,1131,1287,8310,2.3759604465815016,1412.2322755127784,13,9,8,11,11,8,51
73760.0,23,990,1482,3507,2.9244250248184227,1535.1560181297536,5,5,2,3,4,4,10
58904.0,21,777,1172,5268,2.77962707892511,2191.8978078368527,1,-1,-2,1,3,1,3
69771.0,22,1240,1448,9174,3.086985332498272,1483.8328746863644,8,5,2,3,4,3,23
11010.0,27,878,1332,11793,2.5622765917978194,3279.514598229439,3,-2,-5,-4,-3,-4,16
3887.0,24,898,1085,10566,2.5453006075649083,2136.4718579939217,9,11,7,7,10,9,26
27870.0,26,768,1294,9516,2.9645623129235674,1788.1208012883246,-12,-10,-14,-11,-11,-10,11
14777.0,23,1140,893,7881,2.5961883754394184,1627.272564753674,19,15,10,12,16,14,42
6301.0,25,808,924,4392,2.505615406548413,1026.683982537957,1,-3,-6,-2,-2,-1,9
14163.0,22,760,1374,3270,2.3655634167976123,1188.5453293837809,0,-3,-7,-6,-2,-1,5
33648.0,27,894,983,5550,2.626645777931981,2189.794510907359,-16,-16,-18,-18,-17,-16,5
6117.0,28,894,872,11961,2.4611448265172426,2513.047552275921,-8,-14,-12,-13,-10,-12,12
20205.0,23,1131,1094,9111,2.4950537491425133,1478.7291841307522,-5,-3,-7,-7,-6,-5,16
61958.0,23,903,1293,11664,2.4923296755338997,2116.359137764666,4,1,0,1,1,2,19
15568.0,28,1091,1482,5229,2.738782464810969,2065.638884219601,14,14,11,13,10,12,40
35243.0,27,770,1138,5097,3.049296031607716,1211.584087052979,7,2,1,3,1,4,15
75819.0,27,1096,1415,5745,2.697652514701869,1893.3779337469846,3,1,2,3,1,5,21
58186.0,22,1100,1229,8529,2.886553018377539,1919.5124380946327,12,10,3,8,8,6,17
63650.0,27,963,1099,6801,2.6459274196137064,1616.039603475113,1,-2,-5,0,-5,-3,17
68589.0,21,726,1199,11214,2.729401779609297,1941.1089613929457,-1,1,-6,-2,-4,-3,7
12615.0,28,1003,1415,4137,2.8513373985845103,1942.4067545187336,4,4,0,1,-2,3,13
23562.0,26,1097,924,11292,3.1182227385096453,1646.2320614056816,1,-3,-3,-5,-4,-4,19
44560.0,26,893,1401,11052,2.8668406593007796,1927.0371039499992,12,9,4,5,6,5,37
40560.0,25,1253,954,5805,2.5681556171780544,1975.0848083057094,14,8,9,8,8,11,23
64855.0,21,1096,911,7896,2.74068867694671,2041.8344692947076,12,6,8,6,5,11,10
61178.0,23,962,1086,7905,2.453417512795906,1742.2743756366276,12,6,6,10,9,9,21
81885.0,26,1000,1249,10599,2.3909607428583364,3026.1420984481215,14,12,10,12,8,11,38
71842.0,23,756,1463,9993,2.9538783246192417,2399.1598529485277,-1,-3,-6,-3,-7,-3,8
18558.0,21,732,1428,10347,2.7099454877705496,1864.562146993229,-5,-5,-10,-10,-7,-10,6
62111.0,23,1033,1359,7854,2.504286049295838,1736.645041452052,-4,-2,-8,-2,-6,-6,14
80227.0,24,904,1315,5385,2.6485419107558323,1136.837719289785,17,12,12,16,11,15,54
74851.0,21,1259,845,3159,2.3559899450741777,1557.5981510004435,18,16,9,13,14,11,11
70292.0,26,1203,1340,7575,2.6473085083047145,2486.201922612079,10,8,5,8,10,8,32
15730.0,23,937,1292,8934,2.8938361302551714,2778.3045189467625,4,7,3,3,5,5,11
4246.0,23,977,890,11610,2.33884249492024,1669.251329189227,7,7,4,5,6,8,25
33497.0,23,813,976,4071,2.937709700897569,1653.9987908097153,0,-3,-6,-4,-6,-3,3
52331.0,22,1057,1156,9138,2.8855897451802592,2094.335216721526,13,14,12,13,14,15,30
20882.0,23,1000,1377,11196,2.7138262820214716,3022.571090975364,-14,-13,-19,-14,-14,-15,7
11337.0,22,1104,1298,11934,3.0207291459364423,3299.061684782508,-8,-11,-15,-12,-11,-12,5
35940.0,27,1003,1149,11139,3.1464640318404613,2735.9473679148145,-11,-8,-12,-10,-9,-10,11
41593.0,27,765,1067,3933,2.9796447233213237,1228.9312429912422,6,2,1,-1,1,2,10
43851.0,21,800,820,4455,2.7649430241485313,1961.9174294551747,-5,-5,-8,-9,-6,-9,1
16222.0,22,753,1304,7503,3.0149109516329005,2546.093478252517,4,4,-2,3,-2,2,5
12526.0,26,1222,979,3945,2.7124624034214846,1230.804614875976,-9,-12,-11,-11,-11,-7,9
54794.0,26,1048,1449,6693,3.0931561856766376,2267.206210294952,-11,-13,-13,-14,-14,-9,9
38110.0,27,1231,801,6102,3.1527987379351674,1951.319553532942,-9,-11,-16,-15,-13,-13,6
57030.0,24,973,1485,6864,3.068125243114766,2435.260971641438,12,7,5,6,10,10,17
4772.0,25,885,944,11373,2.9265752095524893,3046.3696427058876,-3,0,-6,-4,-2,-4,8
58952.0,27,1055,1247,6240,2.41343011234194,2256.5105805202866,-13,-10,-17,-12,-16,-12,10
44933.0,24,726,1330,10452,2.436329892527997,3167.6363427641118,-3,0,-5,-1,-2,-2,9
21893.0,22,1154,1180,11373,2.5460105198688994,2764.5354040055263,11,10,8,9,5,8,20
20376.0,28,1235,809,6528,2.672904274547471,1481.0158675719852,-8,-11,-14,-11,-14,-9,13
65733.0,26,1292,1037,7263,2.7738868540192976,2128.875759644043,-8,-10,-15,-13,-13,-12,10
20193.0,25,808,1028,4029,2.456894649451386,1966.682485812085,1,3,1,-1,-1,0,6
20928.0,27,999,1348,7155,3.000224135598615,2192.751695929113,6,7,2,7,5,5,21
39709.0,25,1106,1058,7185,2.739259786215444,1313.1641176943574,-3,-3,-6,-7,-6,-5,16
30205.0,23,984,1477,5052,2.401411929568138,1206.2238598203899,-5,-6,-9,-5,-7,-6,12
9629.0,27,967,851,3618,2.668743082505854,1816.4845168621725,-8,-5,-10,-6,-8,-7,5
47971.0,21,1151,947,9165,2.8997060082817314,2891.1035955150414,-15,-17,-15,-17,-16,-16,2
13752.0,24,799,914,8706,3.144953801791131,2585.770291421881,10,8,8,9,9,8,12
27872.0,28,1074,1398,8958,2.5308884131601,1606.2079566482043,18,15,10,11,12,15,100
62649.0,25,860,1103,10317,2.627097407047245,2901.4947871743625,-9,-10,-12,-10,-12,-12,7
71040.0,27,1108,1310,8400,2.6072798833722373,2459.2681838303033,7,5,0,3,4,1,23
6430.0,21,1270,1116,4143,2.537895787649078,1943.8148059936163,1,-3,-7,-2,-2,-6,4
74428.0,25,1246,1493,4086,2.5386720756777033,1596.7667331204016,-16,-16,-17,-17,-15,-16,9
33260.0,25,737,1237,10821,2.92943492572137,1906.792070468094,0,3,-1,-1,1,-1,16
55042.0,27,1047,1456,11340,2.95531829149301,3130.1373771769186,-8,-13,-16,-14,-12,-10,13
12783.0,25,1144,1004,8790,2.6454323908723896,2250.1199968001706,-12,-11,-17,-13,-14,-12,9
43794.0,24,749,907,4254,2.522602840290144,1863.1328455051187,1,3,-1,-1,1,1,5
59316.0,24,1077,1192,10599,3.0742066340329224,2255.55314723462,4,-1,-4,2,0,1,15
21723.0,24,1201,1182,9666,2.9313284084478783,2548.6372829416114,-10,-12,-15,-15,-15,-13,8
33812.0,23,1249,1406,5481,2.5169428042664728,2051.684186223601,10,11,7,9,7,10,20
62712.0,25,703,1055,6390,2.874196865608104,2414.0588228127335,5,3,1,1,2,6,7
25176.0,24,838,1079,11217,2.8953379424173495,2935.073423272406,5,4,0,3,1,3,10
70214.0,28,920,860,3936,2.3976767622358754,1683.4250800080174,-15,-15,-21,-20,-20,-20,5
36892.0,21,1129,1018,3702,2.7438647786014134,1398.0901258502615,14,7,8,7,7,10,8
21796.0,28,980,1038,11055,2.3649173532029995,2415.9966887394526,15,11,9,9,11,10,48
34927.0,25,1080,1326,5817,3.0672529559007553,1830.4622367041611,-8,-12,-16,-14,-13,-13,8
68879.0,21,908,906,8577,2.397188756024404,1814.8189992393181,1,-4,-4,-3,-3,-4,6
55234.0,21,973,853,9243,2.954465768253147,1883.961783051875,10,10,10,11,11,10,12
22150.0,26,1056,1055,4326,3.0258067668957307,2037.881252673963,-9,-13,-15,-11,-10,-12,5
28911.0,23,998,940,10233,2.7932208039646724,2714.3618034447804,-1,-4,-6,-1,-2,-4,7
36131.0,21,758,845,10470,2.4869639565196806,3170.362755269497,1,-1,-1,2,0,1,3
40629.0,21,1152,1333,6411,2.631853703044149,1240.4192839520028,-15,-14,-16,-17,-17,-12,7
10497.0,28,1211,960,7614,2.4905803631045784,2005.0416454527822,4,7,2,6,2,5,26
62660.0,22,1165,1409,5895,3.1040750441714238,1302.9811971014778,12,14,11,13,13,11,30
27645.0,26,1282,1013,8277,3.0745088179652305,1890.9426220803211,0,-2,-5,-3,-3,0,16
62069.0,22,762,1435,8316,2.586767207482761,1412.742014665098,2,2,-1,3,0,3,15
81718.0,28,730,1394,7245,2.8318938162929705,1955.85275519401,-12,-19,-19,-15,-16,-17,9
67715.0,25,929,1359,9981,2.9655852489171637,1695.4433048615927,-14,-16,-19,-17,-15,-15,13
55506.0,27,791,968,11370,2.539962684163999,2663.621594746521,3,-1,-3,-1,-3,-2,14
9735.0,26,990,863,5658,3.004182661872696,1276.5202701093312,8,9,3,7,9,7,19
9624.0,25,1298,813,3048,2.62998043966452,1268.5992274946411,8,8,2,5,6,7,12
47777.0,24,829,1067,3099,2.4349418184451834,1590.2150797926674,6,3,-2,0,2,0,5
3175.0,21,1195,1109,4101,2.57694754094941,1933.9369172752251,7,5,2,6,4,6,6
9357.0,21,727,1321,5679,2.729939951063684,1731.62120569136,0,-2,-8,-3,-3,-3,4
62588.0,28,977,997,3621,2.981376179280887,1179.1793756676716,-16,-17,-20,-19,-20,-19,7
4440.0,21,1085,1196,8934,2.6825052864068977,2854.436546851234,1,-1,-4,-1,0,-1,6
67104.0,24,900,945,10710,2.7917855837902303,1896.9870848268843,-15,-20,-20,-18,-19,-17,7
52167.0,24,754,974,7203,2.9981596653926346,2200.0945434230775,8,7,6,8,6,10,10
30415.0,25,1275,954,5910,2.6728696095594175,1190.9659944767523,12,10,5,8,8,10,30
58362.0,23,1025,1309,4158,2.8440726923469755,1997.9189172736715,8,7,2,6,6,3,8
49585.0,28,1116,1025,5292,2.4531123947823077,1745.9072140294284,-6,-10,-14,-13,-10,-10,11
27628.0,26,782,1305,8829,3.0984920704686303,2255.1062059246788,0,-2,-7,-5,-6,-1,11
53540.0,24,710,1171,8922,2.7889798059553974,1602.9772300316681,-10,-13,-14,-12,-13,-12,7
76154.0,25,1232,998,8493,2.9403035753832185,2632.5440167260263,6,5,4,4,2,5,15
54265.0,25,916,1149,8541,2.3471056663031007,1811.0063500716942,-4,-10,-11,-9,-7,-8,13
32145.0,28,1157,1068,4254,2.924840425662515,1629.2624098038964,-3,-9,-11,-10,-7,-10,9
27239.0,27,1055,1209,9918,2.4842176708479884,2672.2574726249713,-13,-14,-19,-17,-14,-17,12
67892.0,26,1145,1259,10266,2.9454962940378455,2978.2249747122864,18,13,14,14,15,17,51
56800.0,26,766,1455,11034,3.1021550993471054,2623.9695120180036,6,3,2,3,0,4,17
36768.0,21,722,1202,6345,2.769044913359475,2064.9067775567983,-17,-19,-22,-17,-19,-16,2
79302.0,27,911,1500,8034,2.4648186455463255,2405.094592734348,-11,-9,-14,-12,-11,-9,13
5271.0,22,1256,1473,6381,2.943788169058191,2281.8623972536116,14,9,9,8,9,11,17
72866.0,23,1099,1098,8262,2.3556057435411613,2518.9712185731696,10,7,5,8,6,6,17
11473.0,21,1296,883,3651,2.756511085115165,1509.3786801197373,-16,-18,-18,-16,-17,-17,2
39116.0,24,1265,1463,6690,2.9254905293232825,2043.1740014007619,-3,-5,-6,-5,-4,-5,14
30009.0,23,857,1115,5145,2.4653401394111905,2222.431101294256,-9,-9,-11,-9,-12,-10,4
58090.0,25,1121,1148,6930,3.121630745244443,2079.4999398893956,-6,-8,-11,-5,-8,-9,9
61055.0,23,1161,1181,7023,3.1527596690476707,2596.5515592801157,3,-1,-1,2,-1,0,8
56430.0,21,1225,1055,9534,2.564551772817682,2870.0829256312436,16,16,10,14,10,12,21
21270.0,26,1052,1032,7362,2.5909851815933305,1879.8297795279232,16,13,9,11,10,14,43
77776.0,23,1176,814,9336,2.5771747827790787,2760.104345853613,-8,-9,-9,-10,-6,-9,6
65577.0,27,870,950,10713,2.5584912738332495,1897.2527506897968,13,15,9,14,15,16,52
48694.0,28,1233,1005,8781,2.4541579564686917,2053.017291695323,-13,-15,-20,-16,-16,-18,15
43468.0,21,1243,1196,7368,2.6955869167552766,1682.0558849217823,-16,-16,-20,-19,-17,-16,5
70896.0,21,794,1466,8430,2.659667797210495,1682.997326201085,-4,-4,-9,-7,-5,-3,7
53376.0,21,910,1242,3822,2.664510691585575,1049.1596637309308,-3,-5,-4,-5,-5,-2,5
61006.0,21,1091,1478,10542,2.5179891413570905,1882.0499462022788,0,-6,-8,-4,-6,-5,12
29009.0,22,844,1298,3714,2.644604781750828,1740.86874864247,-10,-12,-10,-8,-10,-10,3
45473.0,23,1158,1468,3639,2.4550126641153964,1447.7789886581445,6,2,0,3,1,5,13
36880.0,25,1044,1270,10713,2.486373041650417,3125.740872177347,-16,-17,-18,-17,-19,-13,9
31081.0,22,1253,1086,10932,2.523556015679306,2805.5373816793103,-17,-17,-18,-19,-21,-17,6
29310.0,21,700,1340,3762,2.8774928210686967,1409.3743292681331,-13,-18,-18,-14,-16,-18,2
65279.0,21,917,1114,4743,2.6470232801097233,2133.8416061179423,-9,-16,-16,-13,-15,-12,2
21448.0,26,1004,802,5892,2.658325202643825,1681.7134119700659,17,13,11,14,10,12,28
2863.0,28,1021,1080,4284,2.7340770081808157,1503.9787232537567,2,0,1,0,3,0,15
42448.0,24,1211,1494,11421,2.7203279931905087,3052.7915094221553,4,4,-1,2,3,6,23
31538.0,23,747,1064,7989,2.860937248994383,2317.025679616003,19,17,12,16,12,17,21
70061.0,28,719,1083,8388,2.9864690952277884,2457.510935886146,7,8,5,4,2,8,14
39118.0,28,1115,1339,10080,2.569796703940126,1840.3477932173582,-12,-13,-13,-12,-16,-13,24
42943.0,22,737,848,11052,2.6704662522691267,2303.249877889935,8,5,0,2,0,6,7
63601.0,28,1186,1083,3426,2.450717574371519,1517.3239601350795,9,8,5,5,5,6,18
82546.0,22,706,931,11961,3.0985463209284387,2624.7925632323786,8,10,6,9,5,10,8
60806.0,23,913,1023,9864,3.0171367835759937,2837.080189208617,-11,-16,-16,-12,-16,-11,4
77578.0,25,1152,904,8397,2.9415559789646437,2199.243506299382,-15,-12,-19,-14,-16,-14,7
44314.0,28,1261,855,3294,2.7625092017559,1687.013929995837,-13,-13,-15,-15,-11,-10,5
50208.0,23,870,1387,3069,2.541575480318649,1272.96190045107,-7,-7,-13,-9,-8,-7,5
76158.0,23,1261,1286,4311,2.968236422362473,1364.6801823137903,-6,-7,-10,-8,-8,-8,8
27240.0,27,1233,1068,9252,2.3614169972815193,2308.4956140309214,-3,-3,-7,-3,-2,-4,21
27494.0,24,903,905,11541,3.0092561472846886,2353.6524807201254,13,9,9,9,10,10,22
24025.0,23,945,1333,6867,2.5651950006809536,1722.3658148024188,3,3,-2,1,2,3,13
3151.0,25,1103,1382,6669,2.7039192645644863,2530.2648082760034,0,0,-7,-4,-4,-3,11
26439.0,28,868,970,8871,2.883360065020378,2918.246048570956,5,0,-2,2,2,0,10
38074.0,28,980,905,10899,2.7949130783253575,2893.1698878565703,7,2,3,2,5,6,16
33218.0,27,1061,1475,11826,2.4144078705779366,3013.6967332497143,0,-1,-2,-1,-1,-1,27
44792.0,24,969,1171,8388,3.098182843391277,2006.549276743534,3,1,-1,4,4,5,13
27653.0,28,1012,1166,8976,2.498914290359053,2861.1382350386357,-3,0,-6,-3,-5,-4,16
47490.0,27,939,892,7239,2.933744411577899,2282.998028908479,-13,-18,-18,-15,-19,-14,5
27504.0,28,769,1269,6177,2.4281647622374325,2108.895445487993,-11,-13,-20,-15,-15,-17,8
57931.0,23,1249,1382,8943,2.5373811012655825,2620.72966938599,12,7,4,6,4,9,24
70548.0,21,899,1340,3669,2.5597432163076963,1570.2127244421374,0,-1,-1,0,-3,-1,4
34324.0,22,830,1374,5727,2.8620719490738753,2285.393620363897,-15,-17,-22,-19,-20,-18,2
41098.0,23,952,880,4164,2.4153537680730146,1731.4964626010646,5,1,2,2,3,5,6
16020.0,24,746,1168,4260,2.9570944808974438,1691.957446273398,6,0,1,3,-2,1,6
15143.0,27,909,925,4317,2.9819613648281895,1287.5278637761592,-5,-10,-12,-8,-8,-6,7
3083.0,24,807,1189,10389,2.9162280486577754,1729.749114756241,4,3,3,3,5,4,19
67724.0,22,1224,1030,4203,2.6614986622006445,1489.6925857370707,-1,-2,-5,-3,-3,-1,7
76213.0,21,805,1311,10101,2.6641424484207485,2785.2411026695695,-14,-16,-18,-17,-17,-15,3
17306.0,26,936,1215,4296,3.161111442800009,1816.405241128752,7,5,6,5,3,7,12
67792.0,25,1260,1471,7392,3.0460262211866826,2228.7718591188286,2,-2,-6,-4,0,1,16
73544.0,25,1047,1078,4890,2.652010018824936,2166.6564102321345,9,6,0,2,2,2,10
65997.0,22,1044,1356,8289,2.6406813946733565,1892.312870537005,-13,-14,-20,-16,-14,-13,7
63252.0,21,1260,1225,5214,2.6679659412252072,2122.474028109649,0,-5,-8,-3,-8,-7,4
14105.0,27,719,955,5433,2.3743134063420555,2105.5469598182794,-7,-13,-14,-13,-15,-10,5
3182.0,26,1250,1443,5823,2.4074300345672706,1671.8373126593387,11,4,5,4,7,4,37
19926.0,22,1019,1452,7131,2.7287208199537045,2189.0710358505958,16,14,8,14,12,11,25
78868.0,27,811,821,4212,2.6298627145604234,1798.5594235387384,-2,-1,-4,-3,-3,-5,5
13842.0,25,1125,1345,10368,2.520564842414947,2908.657422248278,9,3,2,4,4,4,25
25173.0,26,1243,1192,9498,3.008759234928081,2025.6199051154686,4,-1,1,-1,1,4,24
3234.0,26,1289,1051,7608,2.526421954483966,2417.218235906721,-14,-15,-16,-18,-18,-14,9
6883.0,28,997,1486,9084,2.710402405968666,2470.718114233188,-2,-2,-6,-2,-1,-2,21
20429.0,22,951,1156,10830,2.93957666193293,2162.9979195551714,10,8,5,6,8,9,14
31607.0,28,985,868,9663,2.7061056495951754,1801.879019246298,-10,-10,-13,-9,-13,-11,14
7119.0,21,866,1048,8652,2.403886856667641,1705.013782935493,-7,-7,-8,-8,-8,-4,6
59531.0,23,997,1146,4815,2.5439166818804977,1520.2631351183913,14,15,10,11,15,13,27
39947.0,24,1208,1187,3720,2.724778796973193,1401.4849267830175,2,-1,-3,3,-1,1,11
40215.0,28,934,1417,4374,3.1304597096453524,1122.3689233046325,-13,-17,-21,-16,-15,-17,11
35319.0,25,1190,1361,4686,2.719156734097553,1955.4477748076013,5,5,3,2,5,5,15
53722.0,27,1049,1370,4077,2.4983280372644696,1595.007210015052,-1,-5,-8,-4,-8,-6,13
12910.0,25,1269,825,4368,3.0053822337216847,1121.5988587726006,-1,-2,-2,0,-4,-1,11
33279.0,23,1028,1446,7419,2.715831985913176,2460.4682481186383,2,1,2,1,1,3,12
46739.0,26,849,1456,11706,2.954416515025388,2486.1150415859684,0,-6,-5,-5,-6,-7,16
27204.0,23,1125,1352,9915,3.135342271169911,2389.7782323889387,-3,-8,-7,-4,-7,-7,10
42671.0,26,723,888,5178,2.833296836917416,1410.0893588705646,-8,-13,-17,-11,-11,-14,5
54685.0,25,1297,1333,7698,2.5142059669919696,1922.2486831833182,6,4,2,0,3,3,27
11498.0,23,1049,1376,5016,2.5747216519619216,2081.7838504513384,0,-5,-5,-1,-3,-1,8
20802.0,27,985,1252,3225,2.51231422044857,1759.5453958338217,14,14,8,10,10,10,22
44490.0,27,1224,1324,5985,2.9565536270614863,1515.9947229459606,9,10,5,7,6,11,41
24074.0,22,1039,1210,5004,2.833896223763978,1296.6664952870497,14,8,6,10,9,9,17
